"mean_RT"	"w1"	"w2"	"w3"	"w4"	"w5"	"w6"	"w7"	"w8"	"w9"	"w10"	"w11"	"w12"	"w13"	"w14"	"w15"	"w16"	"w18"	"w19"	"w20"	"w21"	"w22"	"w23"	"w24"	"w25"	"w26"	"w27"	"w28"	"w29"	"w30"	"w31"	"w32"	"w33"	"w34"	"w35"	"w36"	"w38"	"w39"	"w40"	"w42"	"w43"	"w44"	"w45"	"w48"	"w49"	"w50"	"w51"	"w52"	"w53"	"w54"	"w55"	"w56"	"w58"	"w59"	"w60"	"w61"	"w62"	"w63"	"w64"	"w65"	"w66"	"w68"	"w69"	"w70"	"w71"	"w72"	"w73"	"w74"	"w75"	"w76"	"w78"	"w79"	"w80"	"w81"	"w82"	"w83"	"w84"
35.7775	0	0	0	0	0	29.47	423.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.59	0	0	0	0	0	0	0	0	0	0	0	0	0	288.2	0	0	0	0	0	0	446.55	0	303.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.23	288.84	0	0	0
35.8166666666667	0	0	0	169.76	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620.51	0	0	0	0	0	543.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522.22	0	0	0	0	312.09	0
35.8675	78.99	71.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.89	0	0	0	0	0	0	0	0	0
35.925	0	0	669.65	0	277.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36.135	0	0	0	0	0	0	0	0	0	10.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87	0	0	0	0	0
36.6958333333333	0	0	0	0	0	0	0	0	2.94	10.31	0	0	3.88	0	0	0	2.35	0	0	0	0	0	11.51	0	9.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.32	0	0	0	0	11.94	0	0	0	0	0	0	0	0	16.92	4.22	0	5.65
36.725	0	0	0	0	0	0	0	0	0	0	21.89	0	4	0	0	0	2.35	0	0	0	0	14.27	0	0	0	0	0	9.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.14	21.35	0	0	0	0	0	0	0	0	0	0	0	0	0	11.78	0	0	0	0	0	22.65	14.89	16.31	0	0	25.47	0
36.755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.69	0	0	0	0	0	0	0	0	24.43	0	0	0	0	0	0	0	0	0
36.86	0	0	18.41	0	9.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36.936875	0	0	0	0	0	0	53.52	8.26	10.23	27.59	0	0	20.62	0	24.4	5.94	17.42	12.93	14.39	12.04	0	38.46	34.06	0	29.58	0	4.11	0	0	9.2	4.11	0	0	0	27.98	10.46	0	15.06	0	0	13.87	0	29.43	0	7.43	0	0	22.1	0	0	0	0	7.33	0	0	0	7.71	0	25.99	0	0	0	0	69.6	30.12	0	0	0	0	0	47.21	0	0	11.22	0	18.86
36.9875	0	0	0	0	0	0	0	0	0	0	61.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.91	0	0	0	0	0	43.41	0	0	0	0	0	0	0	50.82	0	80.46	0	0	0	0	66.96	77.19	53.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.22	0	40.84	48.49	0	80.98	0
37.045	0	0	0	17.39	0	3.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.33	0	0	0	0	0	0	0	0	0
37.1075	0	11.39	72.19	0	33.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
